ユーザーID,開始日時,終了日時,条件,経過時間(秒),イベントタイプ,Y座標,スクロール率,表示メッセージID,シナリオID
nszw26001_8FGuDaBCtd,2026-01-27_20-05-27,2026-01-27_20-09-22,ItoI_name, 66.204, Wheel, 20.0, 0.00, 0-1, 1
nszw26001_8FGuDaBCtd,2026-01-27_20-05-27,2026-01-27_20-09-22,ItoI_name, 66.235, Wheel, 20.0, 0.00, 0-1, 1
