ユーザーID,開始日時,終了日時,条件,経過時間(秒),イベント,シナリオID,ステップ数
nszw26001_bKvow9BBaB,2026-01-27_20-02-46,2026-01-27_20-11-53,ItoE_noname, 4.448, Start Typing Pressed, Scenario:0, Step:1
